id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
23059,61,Wiraswasta,143837,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
23060,28,Pemerintah Lokal,210945,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,60.0,0
23061,23,Kelas Lain,194096,Pendidikan Tinggi,10,Belum Pernah Menikah,Pekerjaan Lain,Perempuan,0.0,0.0,30.0,0
23062,76,Wiraswasta,25319,SMA,9,Janda,Pemuka Agama,Perempuan,0.0,0.0,8.0,0
23063,54,Pekerja Bebas Perusahaan,103794,Master,14,Cerai,Ekesekutif Managerial,Perempuan,80094000.0,0.0,35.0,0
23064,22,Wiraswasta,177125,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,50.0,0
23065,19,Wiraswasta,459248,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,30.0,0
23066,24,Wiraswasta,179423,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,20.0,0
23067,27,Kelas Lain,189399,Pendidikan Tinggi,10,Cerai,Pekerjaan Lain,Perempuan,0.0,0.0,40.0,0
23068,59,Pekerja Bebas Bukan Perusahan,116878,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,0
23069,35,Wiraswasta,181353,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,50.0,0
23070,47,Pekerja Bebas Bukan Perusahan,121124,5th-6th,3,Menikah,Sales,Laki2,0.0,0.0,55.0,1
23071,36,Wiraswasta,292570,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,46550000.0,0.0,40.0,0
23072,59,Wiraswasta,33725,9th,5,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
23073,25,Wiraswasta,393456,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
23074,34,Wiraswasta,123270,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
23075,49,Wiraswasta,185859,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,43.0,0
23076,49,Wiraswasta,139268,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
23077,37,Wiraswasta,255621,SMA,9,Berpisah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
23078,56,Wiraswasta,242782,SMA,9,Janda,Sales,Perempuan,0.0,0.0,44.0,0
23079,20,Wiraswasta,174714,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,20.0,0
23080,30,Wiraswasta,29662,D3,12,Menikah,Servis Lainnya,Perempuan,0.0,0.0,25.0,1
23081,49,Wiraswasta,61307,7th-8th,4,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,38.0,0
23082,49,Wiraswasta,348751,7th-8th,4,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
23083,28,Wiraswasta,136985,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,35.0,0
23084,53,Wiraswasta,152810,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
23085,24,Wiraswasta,211527,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,30.0,0
23086,39,Wiraswasta,347960,Sekolah Professional,15,Belum Pernah Menikah,Spesialis,Perempuan,197176000.0,0.0,35.0,1
23087,58,Kelas Lain,158506,11th,7,Menikah,Pekerjaan Lain,Laki2,0.0,0.0,16.0,0
23088,31,Pemerintah Lokal,224234,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,0
23089,54,Wiraswasta,264143,9th,5,Cerai,Pembersih,Laki2,0.0,0.0,24.0,0
23090,22,Wiraswasta,333910,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,43.0,0
23091,35,Wiraswasta,98900,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
23092,26,Wiraswasta,276967,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,40.0,0
23093,31,Wiraswasta,215297,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,0
23094,20,Wiraswasta,151780,D4,11,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,35.0,0
23095,19,Wiraswasta,121972,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
23096,30,Pekerja Bebas Bukan Perusahan,167990,D4,11,Menikah,Spesialis,Laki2,210336000.0,0.0,65.0,1
23097,20,Kelas Lain,337488,Pendidikan Tinggi,10,Belum Pernah Menikah,Pekerjaan Lain,Laki2,0.0,0.0,30.0,0
23098,64,Wiraswasta,187601,Pendidikan Tinggi,10,Janda,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
23099,24,Pemerintah Lokal,174413,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,27636000.0,40.0,0
23100,34,Wiraswasta,198183,Sarjana,13,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,50.0,0
23101,26,Wiraswasta,50103,Pendidikan Tinggi,10,Menikah,Sales,Perempuan,0.0,0.0,40.0,0
23102,52,Pemerintah Negara,120173,7th-8th,4,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
23103,35,Wiraswasta,263081,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,60.0,1
23104,45,Pekerja Bebas Bukan Perusahan,123681,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
23105,61,Wiraswasta,280088,7th-8th,4,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
23106,31,Wiraswasta,63861,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,34.0,0
23107,49,Pekerja Bebas Bukan Perusahan,126268,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
23108,79,Pemerintah Provinsi,62176,Doktor,16,Janda,Ekesekutif Managerial,Laki2,0.0,0.0,6.0,1
23109,67,Wiraswasta,140849,SMA,9,Janda,Servis Lainnya,Perempuan,0.0,0.0,24.0,0
23110,41,Pemerintah Provinsi,197069,Pendidikan Tinggi,10,Menikah LDR,Pemuka Agama,Laki2,65100000.0,0.0,40.0,0
23111,45,Pemerintah Provinsi,87207,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,0.0,37.0,0
23112,49,Kelas Lain,407495,SMA,9,Menikah LDR,Pekerjaan Lain,Laki2,0.0,0.0,70.0,0
23113,41,Wiraswasta,82049,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
23114,34,Wiraswasta,209808,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,1
23115,41,Pekerja Bebas Bukan Perusahan,238184,SMA,9,Menikah,Petani,Perempuan,0.0,0.0,40.0,0
23116,57,Pemerintah Lokal,258641,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
23117,45,Pemerintah Lokal,364563,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,1
23118,28,Wiraswasta,392487,SMA,9,Menikah,Sales,Perempuan,0.0,0.0,40.0,0
23119,60,Pekerja Bebas Bukan Perusahan,54553,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,20.0,0
23120,53,Pemerintah Lokal,294547,Pendidikan Tinggi,10,Cerai,Penjaga,Laki2,0.0,0.0,48.0,0
23121,35,Kelas Lain,127306,Pendidikan Tinggi,10,Cerai,Pekerjaan Lain,Perempuan,0.0,0.0,40.0,0
23122,33,Wiraswasta,213002,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,19712000.0,36.0,0
23123,46,Wiraswasta,87250,Sarjana,13,Berpisah,Tech-support,Perempuan,0.0,0.0,40.0,0
23124,34,Pekerja Bebas Bukan Perusahan,151733,D4,11,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,0
23125,30,Wiraswasta,164190,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
23126,38,Pekerja Bebas Bukan Perusahan,233571,SMA,9,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
23127,42,Pemerintah Negara,392167,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,1
23128,20,Wiraswasta,120046,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,25.0,0
23129,52,Pekerja Bebas Bukan Perusahan,140985,Sarjana,13,Menikah,Pemuka Agama,Perempuan,1399986000.0,0.0,30.0,1
23130,76,Pekerja Bebas Bukan Perusahan,253408,Pendidikan Tinggi,10,Janda,Supir,Laki2,0.0,0.0,40.0,0
23131,50,Wiraswasta,271493,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
23132,44,Pemerintah Lokal,83286,Master,14,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,1
23133,35,Wiraswasta,169638,Pendidikan Tinggi,10,Cerai,Sales,Perempuan,0.0,0.0,36.0,0
23134,32,Wiraswasta,400535,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,52934000.0,0.0,40.0,0
23135,37,Wiraswasta,188540,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,26628000.0,45.0,1
23136,56,Pemerintah Negara,153451,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,35.0,0
23137,37,Pekerja Bebas Bukan Perusahan,120130,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,1
23138,40,Wiraswasta,153799,Sarjana,13,Menikah,Sales,Perempuan,0.0,0.0,72.0,1
23139,70,Kelas Lain,147558,Sarjana,13,Cerai,Pekerjaan Lain,Perempuan,0.0,0.0,7.0,0
23140,39,Wiraswasta,190719,Pendidikan Tinggi,10,Cerai,Sales,Laki2,0.0,0.0,45.0,0
23141,27,Wiraswasta,107236,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
23142,58,Pekerja Bebas Perusahaan,100960,SMA,9,Menikah,Sales,Laki2,0.0,0.0,50.0,0
23143,22,Wiraswasta,99199,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,50.0,0
23144,63,Wiraswasta,458609,SMA,9,Cerai,Sales,Perempuan,51436000.0,0.0,30.0,0
23145,33,Pemerintah Negara,111994,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,45.0,0
23146,47,Wiraswasta,454989,SMA,9,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,1
23147,33,Kelas Lain,289046,SMA,9,Cerai,Pekerjaan Lain,Laki2,0.0,24374000.0,40.0,0
23148,30,Wiraswasta,54608,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,48.0,0
23149,34,Wiraswasta,33117,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
23150,55,Wiraswasta,98361,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,210336000.0,0.0,55.0,1
23151,62,Kelas Lain,198170,Master,14,Menikah,Pekerjaan Lain,Laki2,0.0,0.0,4.0,0
23152,32,Wiraswasta,115066,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0.0,0.0,40.0,0
23153,37,Wiraswasta,294292,Sekolah Professional,15,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
23154,30,Wiraswasta,339773,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,45.0,0
23155,25,Wiraswasta,262885,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,32.0,0
23156,27,Wiraswasta,107812,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,40.0,0
23157,21,Wiraswasta,464484,SMA,9,Menikah LDR,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
23158,26,Pemerintah Negara,130557,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,35.0,0
23159,36,Wiraswasta,172425,SMA,9,Menikah LDR,Spesialis,Perempuan,0.0,0.0,40.0,1
23160,41,Wiraswasta,167375,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,52.0,0
23161,24,Wiraswasta,100605,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,14.0,0
23162,23,Wiraswasta,42401,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,0
23163,23,Wiraswasta,181820,SMA,9,Berpisah,Perbaikan Kerajinan,Laki2,0.0,0.0,53.0,0
23164,33,Wiraswasta,226624,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
23165,32,Pekerja Bebas Perusahaan,377836,D4,11,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
23166,21,Wiraswasta,133471,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
23167,64,Pekerja Bebas Perusahaan,115931,SMA,9,Menikah,Supir,Laki2,0.0,0.0,50.0,0
23168,35,Wiraswasta,415500,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
23169,35,Wiraswasta,172845,D4,11,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,0
23170,20,Wiraswasta,122215,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,52.0,0
23171,57,Wiraswasta,279340,7th-8th,4,Janda,Servis Lainnya,Perempuan,0.0,0.0,29.0,0
23172,58,Wiraswasta,218724,7th-8th,4,Menikah,Petani,Laki2,0.0,0.0,50.0,0
23173,56,Wiraswasta,147653,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,50.0,0
23174,22,Wiraswasta,192017,SMA,9,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
23175,50,Pekerja Bebas Bukan Perusahan,197054,Sekolah Professional,15,Cerai,Sales,Laki2,0.0,0.0,50.0,1
23176,30,Pemerintah Lokal,319280,SMA,9,Menikah,Penjaga,Laki2,0.0,0.0,40.0,1
23177,37,Wiraswasta,213008,D4,11,Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
23178,38,Wiraswasta,234891,Pendidikan Tinggi,10,Cerai,Pembersih,Perempuan,0.0,0.0,40.0,0
23179,22,Wiraswasta,189832,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,25.0,0
23180,23,Wiraswasta,213955,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,28014000.0,40.0,0
23181,54,Pemerintah Lokal,219276,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
23182,25,Wiraswasta,202203,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,60.0,0
23183,56,Wiraswasta,229525,9th,5,Menikah,Supir,Laki2,0.0,0.0,40.0,0
23184,36,Wiraswasta,163396,D4,11,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,1
23185,23,Wiraswasta,217961,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
23186,27,Pekerja Bebas Bukan Perusahan,365110,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,20.0,0
23187,20,Wiraswasta,103840,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,42.0,0
23188,24,Wiraswasta,188505,Sarjana,13,Menikah LDR,Spesialis,Perempuan,0.0,0.0,40.0,1
23189,57,Pekerja Bebas Bukan Perusahan,256630,Sarjana,13,Cerai,Sales,Laki2,0.0,0.0,60.0,1
23190,48,Pemerintah Lokal,317360,Master,14,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,1
23191,23,Wiraswasta,345734,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
23192,43,Pekerja Bebas Bukan Perusahan,187322,SMA,9,Cerai,Servis Lainnya,Laki2,0.0,0.0,45.0,0
23193,46,Pemerintah Lokal,187505,Master,14,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
23194,66,Kelas Lain,186061,Pendidikan Tinggi,10,Janda,Pekerjaan Lain,Perempuan,0.0,60984000.0,40.0,0
23195,53,Pekerja Bebas Bukan Perusahan,158284,SMA,9,Menikah,Sales,Laki2,0.0,0.0,70.0,0
23196,37,Pemerintah Negara,354929,D3,12,Cerai,Penjaga,Laki2,0.0,0.0,38.0,0
23197,44,Pemerintah Provinsi,786418,SMA,9,Menikah,Supir,Laki2,0.0,0.0,60.0,0
23198,42,Pemerintah Lokal,195124,11th,7,Cerai,Sales,Laki2,104020000.0,0.0,50.0,1
23199,23,Wiraswasta,108307,SMA,9,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,40.0,0
23200,44,Wiraswasta,180985,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
23201,48,Wiraswasta,235108,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
23202,17,Kelas Lain,303317,11th,7,Belum Pernah Menikah,Pekerjaan Lain,Laki2,0.0,0.0,40.0,0
23203,22,Wiraswasta,203518,Sarjana,13,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,45.0,0
23204,43,Wiraswasta,206878,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,60.0,0
23205,34,Pekerja Bebas Perusahaan,215382,Master,14,Berpisah,Spesialis,Perempuan,67018000.0,0.0,40.0,1
23206,37,Wiraswasta,177895,Pendidikan Tinggi,10,Menikah,Tech-support,Perempuan,70182000.0,0.0,40.0,0
23207,29,Pemerintah Lokal,375655,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
23208,46,Wiraswasta,20534,Master,14,Menikah,Servis Lainnya,Laki2,0.0,0.0,20.0,0
23209,49,Pemerintah Lokal,275074,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,60.0,0
23210,36,Wiraswasta,197202,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
23211,43,Wiraswasta,33658,Pendidikan Tinggi,10,Menikah LDR,Perbaikan Kerajinan,Laki2,0.0,42056000.0,40.0,1
23212,59,Wiraswasta,176647,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
23213,35,Wiraswasta,235485,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
23214,36,Wiraswasta,80743,SMA,9,Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
23215,65,Kelas Lain,76043,SMA,9,Menikah,Pekerjaan Lain,Laki2,0.0,0.0,1.0,1
23216,33,Wiraswasta,104509,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
23217,36,Pekerja Bebas Bukan Perusahan,278553,Sekolah Professional,15,Menikah,Spesialis,Laki2,210336000.0,0.0,75.0,1
23218,39,Pemerintah Lokal,189911,11th,7,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
23219,19,Wiraswasta,124265,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
23220,36,Pekerja Bebas Bukan Perusahan,34378,D4,11,Menikah,Petani,Laki2,54712000.0,0.0,75.0,0
23221,57,Wiraswasta,118993,9th,5,Menikah,Supir,Perempuan,0.0,0.0,40.0,0
23222,26,Pemerintah Provinsi,218782,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
23223,31,Wiraswasta,244665,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,0
23224,31,Wiraswasta,228873,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
23225,42,Pemerintah Negara,83411,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
23226,49,Wiraswasta,251180,7th-8th,4,Menikah,Supir,Laki2,33698000.0,0.0,50.0,0
23227,34,Wiraswasta,260560,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
23228,28,Wiraswasta,241431,12th,8,Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
23229,47,Wiraswasta,199058,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
23230,23,Wiraswasta,216639,Sarjana,13,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,40.0,0
23231,22,Wiraswasta,136873,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
23232,54,Pemerintah Provinsi,28683,SMA,9,Menikah,Pemuka Agama,Laki2,61404000.0,0.0,41.0,1
23233,23,Wiraswasta,325921,D4,11,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,36.0,0
23234,23,Wiraswasta,127768,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
23235,33,Pemerintah Lokal,100446,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
23236,41,Wiraswasta,102085,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
23237,41,Wiraswasta,352812,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,0.0,26628000.0,40.0,1
23238,27,Pemerintah Provinsi,257124,Sarjana,13,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,35.0,0
23239,25,Wiraswasta,225865,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,50.0,0
23240,67,Wiraswasta,231559,Sekolah Professional,15,Menikah,Spesialis,Laki2,280714000.0,0.0,48.0,1
23241,40,Wiraswasta,341835,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,45.0,0
23242,32,Pekerja Bebas Bukan Perusahan,182926,Master,14,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
23243,58,Pekerja Bebas Bukan Perusahan,248841,SMA,9,Menikah,Sales,Laki2,210336000.0,0.0,40.0,1
23244,76,Kelas Lain,239900,SMA,9,Cerai,Pekerjaan Lain,Perempuan,0.0,0.0,3.0,0
23245,61,Kelas Lain,195789,SMA,9,Menikah,Pekerjaan Lain,Laki2,0.0,0.0,40.0,0
23246,25,Wiraswasta,202033,Master,14,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,0
23247,33,Wiraswasta,452924,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
23248,46,Wiraswasta,78529,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,60.0,1
23249,43,Pemerintah Negara,117471,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
23250,39,Wiraswasta,451059,9th,5,Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
23251,30,Wiraswasta,130369,D4,11,Berpisah,Spesialis,Perempuan,0.0,0.0,40.0,0
23252,23,Wiraswasta,109199,5th-6th,3,Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
23253,45,Wiraswasta,178319,Sarjana,13,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,1
23254,33,Wiraswasta,149184,SMA,9,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,60.0,1
23255,20,Wiraswasta,209955,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,25.0,0
23256,33,Pemerintah Lokal,190027,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,18.0,0
23257,39,Pekerja Bebas Bukan Perusahan,237532,SMA,9,Menikah,Sales,Perempuan,0.0,0.0,54.0,1
23258,26,Wiraswasta,202156,SMA,9,Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,0
23259,26,Wiraswasta,212800,D3,12,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,36.0,0
23260,41,Wiraswasta,239683,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,30.0,0
23261,23,Wiraswasta,27881,Pendidikan Tinggi,10,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,66.0,0
23262,44,Wiraswasta,91674,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
23263,26,Pemerintah Lokal,211497,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
23264,51,Pemerintah Negara,231495,Doktor,16,Menikah,Ekesekutif Managerial,Laki2,107632000.0,0.0,55.0,1
23265,51,Pemerintah Provinsi,97934,Sarjana,13,Menikah,Petani,Laki2,72492000.0,0.0,40.0,1
23266,56,Kelas Lain,174533,Sarjana,13,Belum Pernah Menikah,Pekerjaan Lain,Perempuan,0.0,0.0,20.0,0
23267,43,Kelas Lain,220445,SMA,9,Janda,Pekerjaan Lain,Laki2,0.0,0.0,40.0,0
23268,34,Wiraswasta,206609,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,35.0,0
23269,27,Wiraswasta,91257,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
23270,39,Wiraswasta,108140,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
23271,53,Wiraswasta,42740,Pendidikan Tinggi,10,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,39.0,0
23272,18,Kelas Lain,151552,11th,7,Belum Pernah Menikah,Pekerjaan Lain,Perempuan,0.0,0.0,15.0,0
23273,48,Wiraswasta,119722,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,8.0,0
23274,18,Wiraswasta,211273,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,19.0,0
23275,19,Wiraswasta,284652,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,15.0,0
23276,39,Wiraswasta,187847,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
23277,29,Wiraswasta,71860,SMA,9,Menikah,Petani,Laki2,0.0,0.0,60.0,0
23278,33,Wiraswasta,102821,12th,8,Menikah,Penjaga,Laki2,0.0,0.0,40.0,0
23279,19,Wiraswasta,167149,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,25.0,0
23280,33,Kelas Lain,274800,SMA,9,Berpisah,Pekerjaan Lain,Perempuan,0.0,0.0,40.0,0
23281,31,Wiraswasta,55104,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,25.0,0
23282,60,Kelas Lain,191024,SMA,9,Menikah,Pekerjaan Lain,Laki2,0.0,0.0,40.0,0
23283,35,Wiraswasta,33975,D3,12,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
23284,45,Wiraswasta,145637,D4,11,Belum Pernah Menikah,Sales,Perempuan,200816000.0,0.0,48.0,1
